Name,System,Year,Platform,Genre,Publisher,Global_Sales,Critic_Score
Fracture,PLAYSTATION,2008,PS3,Shooter,LucasArts,0.16,62
Hyperdimension Neptunia Victory,PLAYSTATION,2012,PS3,Role-Playing,Compile Heart,0.16,55
The King of Fighters XII,PLAYSTATION,2009,PS3,Fighting,Ignition Entertainment,0.16,57
Dungeon Siege: Throne of Agony,PLAYSTATION,2006,PSP,Role-Playing,Take-Two Interactive,0.16,74
Culdcept SAGA,XBOX,2006,X360,Role-Playing,Namco Bandai Games,0.16,75
Create,PLAYSTATION,2010,PS3,Action,Electronic Arts,0.16,61
TimeShift,PLAYSTATION,2007,PS3,Shooter,Vivendi Games,0.16,70
Scarface: Money. Power. Respect.,PLAYSTATION,2006,PSP,Strategy,Vivendi Games,0.16,58
Angry Birds Star Wars,XBOX,2013,XOne,Strategy,Activision,0.16,53
Blitz: The League,XBOX,2006,X360,Sports,Midway Games,0.16,69
FlatOut 2,PLAYSTATION,2006,PS2,Racing,Empire Interactive,0.16,73
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PLAYSTATION,2006,PSP,Fighting,Atari,0.16,64
Heroes over Europe,PLAYSTATION,2009,PS3,Simulation,Ubisoft,0.16,62
BioShock The Collection,XBOX,2016,XOne,Shooter,Take-Two Interactive,0.16,84
Putty Squad,PLAYSTATION,2013,PS4,Platform,System 3,0.16,38
Field Commander,PLAYSTATION,2006,PSP,Strategy,Sony Online Entertainment,0.16,77
Ar Nosurge: Ode to an Unborn Star,PLAYSTATION,2014,PS3,Role-Playing,Tecmo Koei,0.16,67
Shaun White Skateboarding,XBOX,2010,X360,Sports,Ubisoft,0.16,61
Trigger Man,PLAYSTATION,2004,PS2,Shooter,Play It,0.16,32
Amped 3,XBOX,2005,X360,Sports,Take-Two Interactive,0.16,72
Innocent Life: A Futuristic Harvest Moon,PLAYSTATION,2006,PSP,Simulation,Rising Star Games,0.16,67
NHL 2005,XBOX,2004,XB,Sports,Electronic Arts,0.16,77
Arcana Heart,PLAYSTATION,2007,PS2,Fighting,AQ Interactive,0.16,77
Battlestar Galactica,PLAYSTATION,2003,PS2,Shooter,Vivendi Games,0.16,66
Dynasty Warriors 8: Xtreme Legends,PLAYSTATION,2013,PS3,Action,Tecmo Koei,0.16,68
Sherlock Holmes vs. Jack the Ripper,XBOX,2009,X360,Adventure,Focus Home Interactive,0.16,62
Fist of the North Star: Ken's Rage,XBOX,2010,X360,Action,Ubisoft Annecy,0.16,59
Chaotic: Shadow Warriors,XBOX,2009,X360,Action,Activision,0.16,60
Driven,PLAYSTATION,2001,PS2,Racing,BAM! Entertainment,0.15,38
"Warhammer 40,000: Fire Warrior",PLAYSTATION,2003,PS2,Shooter,THQ,0.15,64
All-Pro Football 2K8,PLAYSTATION,2007,PS3,Sports,Take-Two Interactive,0.15,73
MTV Music Generator 2,PLAYSTATION,2001,PS2,Misc,Codemasters,0.15,77
Mugen Souls,PLAYSTATION,2012,PS3,Role-Playing,Nippon Ichi Software,0.15,55
Paris-Dakar Rally,PLAYSTATION,2001,PS2,Racing,Acclaim Entertainment,0.15,36
Atelier Iris: Eternal Mana,PLAYSTATION,2004,PS2,Role-Playing,Tecmo Koei,0.15,74
Fantasia: Music Evolved,XBOX,2014,XOne,Misc,Disney Interactive Studios,0.15,77
Bomberman,PLAYSTATION,2006,PSP,Puzzle,Konami Digital Entertainment,0.15,73
Digimon World 4,PLAYSTATION,2005,PS2,Role-Playing,Atari,0.15,48
Stormrise,XBOX,2009,X360,Strategy,Sega,0.15,48
American Chopper,XBOX,2004,XB,Racing,Zoo Digital Publishing,0.15,44
Dynasty Warriors 8,XBOX,2013,X360,Action,Tecmo Koei,0.15,65
Kingdom Under Fire: Heroes,XBOX,2005,XB,Strategy,Deep Silver,0.15,78
The Terminator: Dawn of Fate,XBOX,2002,XB,Action,Atari,0.15,53
Infected,PLAYSTATION,2005,PSP,Shooter,THQ,0.15,74
Birds of Steel,XBOX,2012,X360,Simulation,Konami Digital Entertainment,0.15,77
Cars: Race-O-Rama,XBOX,2009,X360,Racing,THQ,0.15,54
NBA Street Homecourt,PLAYSTATION,2007,PS3,Sports,Electronic Arts,0.15,81
Enthusia Professional Racing,PLAYSTATION,2005,PS2,Racing,Konami Digital Entertainment,0.15,70
Get On Da Mic,PLAYSTATION,2004,PS2,Misc,Eidos Interactive,0.15,49
Project Sylpheed: Arc of Deception,XBOX,2006,X360,Shooter,Microsoft Game Studios,0.15,64
NHL 2K10,PLAYSTATION,2009,PS3,Sports,Take-Two Interactive,0.15,66
MLB Power Pros 2008,PLAYSTATION,2008,PS2,Sports,Konami Digital Entertainment,0.15,67
Tears to Tiara II: Heir of the Overlord,PLAYSTATION,2013,PS3,Role-Playing,Nippon Ichi Software,0.15,65
de Blob 2,XBOX,2011,X360,Platform,THQ,0.15,77
Disney's The Lion King: Simba's Mighty Adventure,PLAYSTATION,2000,PS,Action,Activision,0.15,30
NBA 09: The Inside,PLAYSTATION,2008,PS3,Sports,Sony Computer Entertainment,0.15,63
Kingdom of Paradise,PLAYSTATION,2005,PSP,Role-Playing,Sony Computer Entertainment,0.15,72
Naruto Shippuden: Legends: Akatsuki Rising,PLAYSTATION,2009,PSP,Fighting,Namco Bandai Games,0.15,60
Marvel Super Hero Squad: The Infinity Gauntlet,XBOX,2010,X360,Action,THQ,0.15,55
World Series Baseball 2K3,XBOX,2003,XB,Sports,Sega,0.15,89
Serious Sam,XBOX,2002,XB,Shooter,Take-Two Interactive,0.15,75
FIFA Soccer 2002,PLAYSTATION,2001,PS,Sports,Electronic Arts,0.15,81
Street Fighter Anniversary Collection,XBOX,2004,XB,Fighting,Capcom,0.15,79
Shadow Ops: Red Mercury,XBOX,2004,XB,Shooter,Atari,0.15,61
Indigo Prophecy,PLAYSTATION,2005,PS2,Adventure,Atari,0.15,83
FIFA 06: Road to FIFA World Cup,XBOX,2005,X360,Sports,Electronic Arts,0.15,62
Musashi: Samurai Legend,PLAYSTATION,2005,PS2,Role-Playing,Atari,0.15,64
F1 2001,PLAYSTATION,2001,PS2,Racing,Electronic Arts,0.15,83
Fantastic Four: Rise of the Silver Surfer,PLAYSTATION,2007,PS3,Action,Take-Two Interactive,0.15,47
Rocky,XBOX,2002,XB,Fighting,Rage Software,0.15,74
Megamind: Ultimate Showdown,PLAYSTATION,2010,PS3,Action,THQ,0.15,43
BloodRayne 2,XBOX,2004,XB,Shooter,THQ,0.15,71
Jaws Unleashed,XBOX,2006,XB,Action,THQ,0.15,51
Star Trek: Voyager Elite Force,PLAYSTATION,2001,PS2,Shooter,Codemasters,0.15,52
187: Ride or Die,PLAYSTATION,2005,PS2,Racing,Ubisoft,0.15,52
Battleborn,XBOX,2016,XOne,Shooter,Take-Two Interactive,0.15,71
The King of Fighters XIV,PLAYSTATION,2016,PS4,Fighting,Deep Silver,0.15,79
High Velocity Bowling,PLAYSTATION,2010,PS3,Sports,Sony Computer Entertainment,0.15,66
LEGO Harry Potter Collection,PLAYSTATION,2016,PS4,Action,Warner Bros. Interactive Entertainment,0.15,73
Armored Core: For Answer,XBOX,2008,X360,Simulation,Ubisoft,0.15,64
Fugitive Hunter: War on Terror,PLAYSTATION,2003,PS2,Shooter,Play It,0.15,35
Blazing Angels 2: Secret Missions of WWII,PLAYSTATION,2007,PS3,Simulation,Ubisoft,0.15,70
The Legend of Heroes: Trails of Cold Steel II,PLAYSTATION,2014,PS3,Role-Playing,Nippon Ichi Software,0.15,90
Toy Story Racer,PLAYSTATION,2001,PS,Racing,Activision,0.15,76
Disney's Donald Duck: Goin' Quackers,PLAYSTATION,2000,PS,Platform,Ubisoft,0.15,65
Ys: The Oath in Felghana,PLAYSTATION,2010,PSP,Role-Playing,Falcom Corporation,0.15,80
Crash: Twinsanity,XBOX,2004,XB,Platform,Vivendi Games,0.15,66
Arena Football,XBOX,2006,XB,Sports,Electronic Arts,0.15,65
Super Monkey Ball Deluxe,XBOX,2005,XB,Misc,Sega,0.15,81
The Cursed Crusade,XBOX,2011,X360,Action,DTP Entertainment,0.15,39
Earth Defense Force 2025,XBOX,2013,X360,Shooter,D3Publisher,0.15,68
NHL 2K10,XBOX,2009,X360,Sports,Take-Two Interactive,0.15,69
Darkstalkers Chronicle: The Chaos Tower,PLAYSTATION,2004,PSP,Fighting,Capcom,0.15,74
Mad Dash Racing,XBOX,2001,XB,Racing,Eidos Interactive,0.15,65
Summon Night 5,PLAYSTATION,2013,PSP,Role-Playing,Namco Bandai Games,0.15,74
Black * Rock Shooter: The Game,PLAYSTATION,2011,PSP,Role-Playing,Unknown,0.15,66
BMX XXX,PLAYSTATION,2002,PS2,Sports,Acclaim Entertainment,0.15,54
Guilty Gear X2 #Reload,XBOX,2004,XB,Fighting,Zoo Digital Publishing,0.15,86
ReCore,XBOX,2016,XOne,Action,Microsoft Game Studios,0.15,63
Soldier of Fortune: Payback,PLAYSTATION,2007,PS3,Shooter,Activision,0.15,50
Grabbed by the Ghoulies,XBOX,2003,XB,Action,Microsoft Game Studios,0.14,66
Cars: Mater-National Championship,XBOX,2007,X360,Racing,THQ,0.14,58
Shadow Hearts: From The New World,PLAYSTATION,2005,PS2,Role-Playing,Ghostlight,0.14,76
L.A. Rush,XBOX,2005,XB,Racing,Midway Games,0.14,59
Record of Agarest War 2,PLAYSTATION,2010,PS3,Role-Playing,Compile Heart,0.14,56
Fatal Frame,PLAYSTATION,2001,PS2,Action,Wanadoo,0.14,74
BlazBlue: Chrono Phantasma Extend,PLAYSTATION,2015,PS4,Action,PQube,0.14,80
Wild ARMs 4,PLAYSTATION,2005,PS2,Role-Playing,505 Games,0.14,69
G.I. Joe: The Rise of Cobra,PLAYSTATION,2009,PS2,Action,Electronic Arts,0.14,50
Casper: Spirit Dimensions,PLAYSTATION,2001,PS2,Platform,TDK Mediactive,0.14,58
Syndicate,PLAYSTATION,2012,PS3,Shooter,EA Games,0.14,75
Mega Man Powered Up,PLAYSTATION,2006,PSP,Platform,Capcom,0.14,82
Class of Heroes,PLAYSTATION,2008,PSP,Role-Playing,Acquire,0.14,61
Second Sight,PLAYSTATION,2004,PS2,Adventure,Codemasters,0.14,76
Phantom Brave,PLAYSTATION,2004,PS2,Role-Playing,Tecmo Koei,0.14,81
Thor: God of Thunder,XBOX,2011,X360,Action,Sega,0.14,38
Harvest Moon: Hero of Leaf Valley,PLAYSTATION,2009,PSP,Simulation,Rising Star Games,0.14,74
Hexyz Force,PLAYSTATION,2009,PSP,Role-Playing,Atlus,0.14,68
Jonny Moseley Mad Trix,PLAYSTATION,2001,PS2,Sports,3DO,0.14,44
MTV Music Generator 3: This Is the Remix,PLAYSTATION,2004,PS2,Misc,Codemasters,0.14,79
Terminator 3: Rise of the Machines,XBOX,2003,XB,Action,Atari,0.14,35
SSX On Tour,XBOX,2005,XB,Sports,Electronic Arts,0.14,81
NCAA College Basketball 2K3,XBOX,2002,XB,Sports,Sega,0.14,84
Farming Simulator 2013,PLAYSTATION,2013,PS3,Simulation,Focus Home Interactive,0.14,40
The Legend of Heroes II: Prophecy of the Moonlight Witch,PLAYSTATION,2004,PSP,Role-Playing,Namco Bandai Games,0.14,63
PaRappa The Rapper 2,PLAYSTATION,2001,PS2,Misc,Sony Computer Entertainment,0.14,67
NFL Head Coach 09,PLAYSTATION,2008,PS3,Sports,Electronic Arts,0.14,64
Hitman: Blood Money,XBOX,2006,XB,Action,Eidos Interactive,0.14,81
PANGYA: Fantasy Golf,PLAYSTATION,2009,PSP,Sports,Takara Tomy,0.14,77
Gretzky NHL 06,PLAYSTATION,2005,PSP,Sports,Sony Computer Entertainment,0.14,65
NFL Blitz 20-03,XBOX,2002,XB,Sports,Midway Games,0.14,72
PaRappa The Rapper,PLAYSTATION,2006,PSP,Misc,Sony Computer Entertainment,0.14,67
Pirates: The Legend of Black Kat,PLAYSTATION,2002,PS2,Adventure,Electronic Arts,0.14,72
Fur Fighters: Viggo's Revenge,PLAYSTATION,2001,PS2,Action,Acclaim Entertainment,0.14,64
Thor: God of Thunder,PLAYSTATION,2011,PS3,Action,Sega,0.14,39
Skylanders Imaginators,PLAYSTATION,2016,PS4,Platform,Activision,0.14,80
The Da Vinci Code,PLAYSTATION,2006,PS2,Action,Take-Two Interactive,0.14,54
XCOM 2,PLAYSTATION,2016,PS4,Strategy,Take-Two Interactive,0.14,88
Pro Evolution Soccer 2015,XBOX,2014,XOne,Sports,Konami Digital Entertainment,0.14,79
Destruction Derby Raw,PLAYSTATION,2000,PS,Racing,Sony Computer Entertainment,0.14,69
Risen 2: Dark Waters,XBOX,2012,X360,Role-Playing,Deep Silver,0.14,60
World Tour Soccer 2003,PLAYSTATION,2002,PS2,Sports,Sony Computer Entertainment,0.14,78
Spyro: A Hero's Tail,XBOX,2004,XB,Platform,Vivendi Games,0.14,64
Eternal Poison,PLAYSTATION,2008,PS2,Role-Playing,Banpresto,0.14,65
Gungrave: Overdose,PLAYSTATION,2004,PS2,Shooter,Play It,0.14,68
Power Gig: Rise of the SixString,PLAYSTATION,2010,PS3,Misc,Unknown,0.14,36
The Operative: No One Lives Forever,PLAYSTATION,2002,PS2,Shooter,Electronic Arts,0.14,67
Cabela's African Safari,XBOX,2006,X360,Sports,Activision Value,0.14,53
Ecco the Dolphin: Defender of the Future,PLAYSTATION,2002,PS2,Adventure,Sony Computer Entertainment,0.14,71
Just Cause,XBOX,2006,X360,Action,Eidos Interactive,0.14,73
X-Blades,XBOX,2009,X360,Action,SouthPeak Games,0.14,50
Homefront: The Revolution,XBOX,2016,XOne,Shooter,Deep Silver,0.14,49
Godzilla: Save the Earth,XBOX,2004,XB,Fighting,Atari,0.14,63
TRINITY: Souls of Zill O'll,PLAYSTATION,2010,PS3,Role-Playing,Ubisoft Annecy,0.14,55
Enclave,XBOX,2002,XB,Adventure,Swing! Entertainment,0.14,66
Wild ARMs XF,PLAYSTATION,2007,PSP,Role-Playing,505 Games,0.14,64
7 Days to Die,PLAYSTATION,2016,PS4,Action,Telltale Games,0.14,45
Dino Crisis 3,XBOX,2003,XB,Action,Capcom,0.14,51
College Hoops 2K8,PLAYSTATION,2007,PS3,Sports,Take-Two Interactive,0.14,82
Transformers: Devastation,XBOX,2015,XOne,Action,Activision,0.14,75
Eragon,XBOX,2006,X360,Action,Vivendi Games,0.14,48
Dynasty Warriors 7: Empires,PLAYSTATION,2012,PS3,Action,Ubisoft Annecy,0.14,63
Super Puzzle Fighter II Turbo,PLAYSTATION,1996,PS,Puzzle,Virgin Interactive,0.14,83
Dead Island Definitive Collection,PLAYSTATION,2016,PS4,Action,Deep Silver,0.14,63
Blazing Angels 2: Secret Missions of WWII,XBOX,2007,X360,Simulation,Ubisoft,0.14,72
How to Train Your Dragon,XBOX,2010,X360,Action,Activision,0.14,58
Brothers: A Tale of Two Sons,PLAYSTATION,2015,PS4,Adventure,505 Games,0.14,81
Heroes over Europe,XBOX,2009,X360,Simulation,Ubisoft,0.14,62
Create,XBOX,2010,X360,Action,Electronic Arts,0.14,60
UEFA Euro 2004: Portugal,PLAYSTATION,2004,PS2,Sports,Electronic Arts,0.14,76
NBA Jam,XBOX,2003,XB,Sports,Acclaim Entertainment,0.14,68
World Tour Soccer 2002,PLAYSTATION,2001,PS2,Sports,Sony Computer Entertainment,0.14,77
NBA Ballers: Chosen One,PLAYSTATION,2008,PS3,Sports,Midway Games,0.14,54
NCIS,XBOX,2011,X360,Adventure,Ubisoft,0.14,35
Apex,XBOX,2003,XB,Racing,Atari,0.14,74
Persona 4: Arena Ultimax,PLAYSTATION,2014,PS3,Fighting,Atlus,0.14,84
Vampire Night,PLAYSTATION,2001,PS2,Shooter,Sony Computer Entertainment,0.14,65
World Championship Poker 2: Featuring Howard Lederer,PLAYSTATION,2005,PSP,Misc,505 Games,0.14,65
MotoGP '06,XBOX,2006,X360,Racing,THQ,0.14,80
Salt Lake 2002,PLAYSTATION,2002,PS2,Sports,Eidos Interactive,0.14,49
Gladius,XBOX,2003,XB,Strategy,Activision,0.14,79
Legends of Wrestling,XBOX,2002,XB,Fighting,Acclaim Entertainment,0.14,65
Castlevania Chronicles,PLAYSTATION,2001,PS,Platform,Konami Digital Entertainment,0.13,69
King Arthur,PLAYSTATION,2004,PS2,Action,Konami Digital Entertainment,0.13,59
FIFA Street 2,PLAYSTATION,2006,PSP,Sports,Electronic Arts,0.13,58
The Guy Game,PLAYSTATION,2004,PS2,Misc,Gathering of Developers,0.13,48
Blade II,XBOX,2002,XB,Action,Activision,0.13,53
Rogue Warrior,PLAYSTATION,2009,PS3,Shooter,Bethesda Softworks,0.13,27
Hulk Hogan's Main Event,XBOX,2011,X360,Fighting,505 Games,0.13,26
Ys: The Ark of Napishtim,PLAYSTATION,2005,PS2,Role-Playing,Konami Digital Entertainment,0.13,72
Divinity II: The Dragon Knight Saga,XBOX,2010,X360,Role-Playing,Focus Home Interactive,0.13,72
NHL 2K8,XBOX,2007,X360,Sports,Take-Two Interactive,0.13,71
Life is Strange,XBOX,2016,XOne,Adventure,Square Enix,0.13,85
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PLAYSTATION,2008,PS2,Role-Playing,Atlus,0.13,79
X-Blades,PLAYSTATION,2009,PS3,Action,SouthPeak Games,0.13,50
Army Men: Green Rogue,PLAYSTATION,2001,PS2,Action,3DO,0.13,39
Chessmaster,XBOX,2004,XB,Misc,Ubisoft,0.13,79
Superman: The Man of Steel,XBOX,2002,XB,Action,Atari,0.13,44
Chicken Run,PLAYSTATION,2000,PS,Adventure,Eidos Interactive,0.13,75
Fatal Inertia,XBOX,2007,X360,Racing,Tecmo Koei,0.13,61
Kung-Fu: High Impact,XBOX,2011,X360,Action,Black Bean Games,0.13,56
Tomb Raider: Legend,XBOX,2006,XB,Action,Eidos Interactive,0.13,82
RPG Maker II,PLAYSTATION,2002,PS2,Role-Playing,Enterbrain,0.13,65
Alone in the Dark: Inferno,PLAYSTATION,2008,PS3,Adventure,Atari,0.13,69
Gravity Rush Remastered,PLAYSTATION,2015,PS4,Action,Sony Computer Entertainment,0.13,80
Destruction Derby Arenas,PLAYSTATION,2004,PS2,Racing,Sony Computer Entertainment,0.13,57
Rumble Roses XX,XBOX,2006,X360,Fighting,Konami Digital Entertainment,0.13,62
Shaman King: Power of Spirit,PLAYSTATION,2004,PS2,Adventure,Konami Digital Entertainment,0.13,54
The BIGS 2,PLAYSTATION,2009,PS3,Sports,Take-Two Interactive,0.13,80
Dead to Rights: Reckoning,PLAYSTATION,2005,PSP,Shooter,Electronic Arts,0.13,54
NBA 08,PLAYSTATION,2007,PS3,Sports,Sony Computer Entertainment,0.13,63
Mission: Impossible - Operation Surma,XBOX,2003,XB,Platform,Atari,0.13,67
Legendary,PLAYSTATION,2008,PS3,Shooter,Atari,0.13,50
Mega Man Anniversary Collection,XBOX,2005,XB,Platform,Capcom,0.13,80
Drakengard 2,PLAYSTATION,2005,PS2,Role-Playing,Ubisoft,0.13,58
Sonic Riders,XBOX,2006,XB,Racing,Sega,0.13,56
Shrek Super Party,XBOX,2002,XB,Misc,TDK Mediactive,0.13,33
Venetica,XBOX,2010,X360,Role-Playing,DTP Entertainment,0.13,42
Persona 4: Arena,XBOX,2012,X360,Fighting,Atlus,0.13,83
Cabela's Alaskan Adventure,XBOX,2006,X360,Sports,Activision,0.13,48
Heroes of the Pacific,XBOX,2005,XB,Simulation,Codemasters,0.13,76
RollerCoaster Tycoon,XBOX,2003,XB,Strategy,Atari,0.13,62
NightCaster,XBOX,2002,XB,Action,Microsoft Game Studios,0.13,61
Ape Escape 3,PLAYSTATION,2005,PS2,Platform,Sony Computer Entertainment,0.13,77
"Crouching Tiger, Hidden Dragon",PLAYSTATION,2003,PS2,Action,Ubisoft,0.13,48
Final Fantasy XIV: Heavensward,PLAYSTATION,2015,PS4,Action,Square Enix,0.13,86
Secret Agent Clank,PLAYSTATION,2008,PSP,Platform,Sony Computer Entertainment,0.13,72
Whiplash,PLAYSTATION,2003,PS2,Racing,Eidos Interactive,0.13,66
BlazBlue: Continuum Shift II,PLAYSTATION,2011,PSP,Fighting,PQube,0.13,77
Otogi: Myth of Demons,XBOX,2002,XB,Action,Sega,0.13,80
Alter Echo,PLAYSTATION,2003,PS2,Shooter,THQ,0.13,62
Shin Megami Tensei: Digital Devil Saga,PLAYSTATION,2004,PS2,Role-Playing,Ghostlight,0.13,78
Rango: The Video Game,XBOX,2011,X360,Action,Electronic Arts,0.13,68
Cabela's Dangerous Hunts 2009,PLAYSTATION,2008,PS3,Sports,Activision Value,0.13,39
Teenage Mutant Ninja Turtles 2: Battle Nexus,XBOX,2004,XB,Action,Konami Digital Entertainment,0.13,48
Eat Lead: The Return of Matt Hazard,PLAYSTATION,2009,PS3,Shooter,D3Publisher,0.13,51
Star Wars: Lethal Alliance,PLAYSTATION,2006,PSP,Action,Ubisoft,0.13,61
Naruto Shippuden: Kizuna Drive,PLAYSTATION,2010,PSP,Action,Namco Bandai Games,0.13,57
Steel Battalion: Heavy Armor,XBOX,2012,X360,Misc,Capcom,0.13,38
Green Lantern: Rise of the Manhunters,XBOX,2011,X360,Action,Warner Bros. Interactive Entertainment,0.13,59
All-Star Baseball 2004,XBOX,2003,XB,Sports,Acclaim Entertainment,0.13,74
Onechanbara: Bikini Samurai Squad,XBOX,2006,X360,Action,D3Publisher,0.13,39
Portal Runner,PLAYSTATION,2001,PS2,Platform,3DO,0.13,53
Warriors Orochi 2,PLAYSTATION,2008,PS2,Action,Tecmo Koei,0.13,52
Spartan: Total Warrior,XBOX,2005,XB,Action,Sega,0.13,73
City Crisis,PLAYSTATION,2001,PS2,Simulation,Take-Two Interactive,0.13,63
Advent Rising,XBOX,2005,XB,Action,THQ,0.13,68
Dynasty Warriors 5 Empires,XBOX,2006,X360,Action,Tecmo Koei,0.13,61
Burnout,XBOX,2002,XB,Racing,Acclaim Entertainment,0.13,75
Baroque,PLAYSTATION,2007,PS2,Role-Playing,Rising Star Games,0.13,60
Jurassic: The Hunted,XBOX,2009,X360,Shooter,Activision,0.13,60
Hour of Victory,XBOX,2007,X360,Shooter,Midway Games,0.13,37
Crash Tag Team Racing,XBOX,2005,XB,Racing,Vivendi Games,0.13,69
Quantum Redshift,XBOX,2002,XB,Racing,Microsoft Game Studios,0.13,70
Smash Court Tennis Pro Tournament 2,PLAYSTATION,2004,PS2,Sports,Sony Computer Entertainment,0.13,74
Armed and Dangerous,XBOX,2003,XB,Shooter,LucasArts,0.13,79
NeverDead,PLAYSTATION,2012,PS3,Shooter,Konami Digital Entertainment,0.12,50
DiRT Rally,XBOX,2016,XOne,Racing,Codemasters,0.12,86
NHL 2K7,PLAYSTATION,2006,PS3,Sports,Take-Two Interactive,0.12,79
Worms 3D,PLAYSTATION,2003,PS2,Strategy,Sega,0.12,70
Gladiator Begins,PLAYSTATION,2010,PSP,Action,PQube,0.12,59
Strikers 1945,PLAYSTATION,1998,PS,Shooter,Midas Interactive Entertainment,0.12,63
Pryzm Chapter One: The Dark Unicorn,PLAYSTATION,2002,PS2,Adventure,TDK Mediactive,0.12,59
Eat Lead: The Return of Matt Hazard,XBOX,2009,X360,Shooter,D3Publisher,0.12,53
Guilty Gear X,PLAYSTATION,2001,PS2,Fighting,Sammy Corporation,0.12,79
Disney's PK: Out of the Shadows,PLAYSTATION,2002,PS2,Platform,Ubisoft,0.12,49
Puzzle Quest: Challenge of the Warlords,PLAYSTATION,2007,PS2,Puzzle,D3Publisher,0.12,78
Chessmaster: The Art of Learning,PLAYSTATION,2008,PSP,Misc,Ubisoft,0.12,64
Makai Kingdom: Chronicles of the Sacred Tome,PLAYSTATION,2005,PS2,Role-Playing,Tecmo Koei,0.12,77
Lemony Snicket's A Series of Unfortunate Events,XBOX,2004,XB,Platform,Activision,0.12,70
Neopets Petpet Adventures: The Wand of Wishing,PLAYSTATION,2006,PSP,Adventure,Sony Computer Entertainment,0.12,66
Bomberman Party Edition,PLAYSTATION,1998,PS,Puzzle,Virgin Interactive,0.12,79
Ice Age: Dawn of the Dinosaurs,XBOX,2009,X360,Action,Activision,0.12,68
Red Faction II,XBOX,2003,XB,Shooter,THQ,0.12,74
Voodoo Vince,XBOX,2003,XB,Platform,Microsoft Game Studios,0.12,73
Everybody Dance,PLAYSTATION,2011,PS3,Misc,Sony Computer Entertainment,0.12,66
Blackwater,XBOX,2011,X360,Shooter,505 Games,0.12,37
Chase: Hollywood Stunt Driver,XBOX,2002,XB,Racing,BAM! Entertainment,0.12,60
The X Files: Resist or Serve,PLAYSTATION,2004,PS2,Adventure,Vivendi Games,0.12,67
PixelJunk Monsters Deluxe,PLAYSTATION,2010,PSP,Strategy,Sony Computer Entertainment,0.12,86
Curious George,PLAYSTATION,2006,PS2,Action,Namco Bandai Games,0.12,53
Killer is Dead,XBOX,2013,X360,Action,Deep Silver,0.12,64
Don Bradman Cricket 14,PLAYSTATION,2015,PS4,Sports,Tru Blu Entertainment,0.12,76
Megamind: Ultimate Showdown,XBOX,2010,X360,Action,THQ,0.12,33
Zathura,PLAYSTATION,2005,PS2,Adventure,Take-Two Interactive,0.12,43
Mytran Wars,PLAYSTATION,2009,PSP,Strategy,Deep Silver,0.12,68
NCIS,PLAYSTATION,2011,PS3,Adventure,Ubisoft,0.12,50
Undead Knights,PLAYSTATION,2009,PSP,Action,Ubisoft Annecy,0.12,63
Cel Damage,XBOX,2001,XB,Racing,Electronic Arts,0.12,65
Supremacy MMA,PLAYSTATION,2011,PS3,Fighting,505 Games,0.12,47
Breakdown,XBOX,2004,XB,Adventure,Electronic Arts,0.12,71
Venetica,PLAYSTATION,2010,PS3,Role-Playing,DTP Entertainment,0.12,47
Looney Tunes: Sheep Raider,PLAYSTATION,2001,PS,Platform,Infogrames,0.12,72
NPPL: Championship Paintball 2009,XBOX,2008,X360,Shooter,Activision Value,0.12,44
College Hoops 2K6,XBOX,2006,X360,Sports,Take-Two Interactive,0.12,70
Fat Princess: Fistful of Cake,PLAYSTATION,2010,PSP,Action,Sony Computer Entertainment,0.12,74
Tony Hawk's Pro Skater 5,XBOX,2015,XOne,Sports,Activision,0.12,39
Gladiator: Sword of Vengeance,PLAYSTATION,2003,PS2,Action,Acclaim Entertainment,0.12,65
Pinball Hall of Fame: The Williams Collection,XBOX,2009,X360,Misc,Crave Entertainment,0.12,83
Overlord: Raising Hell,PLAYSTATION,2008,PS3,Action,Codemasters,0.12,72
Power Gig: Rise of the SixString,XBOX,2010,X360,Misc,Unknown,0.12,36
NFL Head Coach,XBOX,2006,XB,Sports,Electronic Arts,0.12,69
Onimusha: Blade Warriors,PLAYSTATION,2003,PS2,Fighting,Capcom,0.12,65
Psychonauts,XBOX,2005,XB,Platform,THQ,0.12,88
Airborne Troops: Countdown to D-Day,PLAYSTATION,2005,PS2,Shooter,Playlogic Game Factory,0.12,39
nail'd,PLAYSTATION,2010,PS3,Racing,Deep Silver,0.12,66
Raiden IV,XBOX,2008,X360,Shooter,Moss,0.12,63
Phantasy Star Universe,XBOX,2006,X360,Role-Playing,Sega,0.12,64
Samurai Warriors 4-II,PLAYSTATION,2015,PS4,Action,Tecmo Koei,0.12,73
Castlevania: Curse of Darkness,XBOX,2005,XB,Action,Konami Digital Entertainment,0.12,74
Lost Planet 3,XBOX,2013,X360,Shooter,Capcom,0.12,58
Nightshade,PLAYSTATION,2003,PS2,Action,Sega,0.12,68
CSI: Crime Scene Investigation,XBOX,2004,XB,Adventure,Ubisoft,0.12,45
Buffy the Vampire Slayer: Chaos Bleeds,XBOX,2003,XB,Action,Vivendi Games,0.12,73
Armored Core: Verdict Day,PLAYSTATION,2013,PS3,Simulation,From Software,0.12,66
NHL 2K3,XBOX,2002,XB,Sports,Sega,0.12,89
